id,cuisine
37475,italian
40131,mexican
1939,mexican
48268,italian
34815,southern_us
13797,italian
39063,italian
29064,mexican
26896,italian
29477,italian
3352,southern_us
4966,italian
7316,italian
23879,italian
16525,southern_us
32843,italian
39574,italian
32737,mexican
44788,italian
28772,italian
34189,italian
33719,southern_us
25846,indian
1423,mexican
4328,italian
579,italian
5219,mexican
2314,indian
31143,italian
13409,italian
3281,italian
15804,italian
40835,indian
39262,mexican
37013,mexican
14807,italian
47956,mexican
2580,mexican
13720,southern_us
23008,mexican
5951,italian
39312,italian
6176,southern_us
17617,italian
57,italian
43422,italian
49403,italian
44751,southern_us
21865,southern_us
26584,southern_us
39355,italian
14038,italian
45396,italian
49715,italian
41515,indian
30445,italian
4090,italian
17207,southern_us
40376,southern_us
19398,italian
22347,mexican
49671,italian
40854,italian
926,italian
47919,mexican
20571,italian
18866,italian
48742,mexican
14577,italian
29481,italian
40996,italian
34470,mexican
31147,mexican
35932,italian
27221,italian
48301,italian
29925,italian
48640,southern_us
22873,italian
10565,italian
15509,italian
37569,southern_us
13306,italian
40474,italian
15182,southern_us
8609,italian
32168,italian
1125,italian
25244,italian
46889,mexican
13841,southern_us
47135,mexican
29036,italian
43533,italian
41631,italian
22124,italian
18836,mexican
35695,southern_us
5141,mexican
41894,mexican
4972,italian
34195,italian
14183,italian
15188,italian
8734,italian
30946,mexican
5588,italian
49554,italian
1270,mexican
1259,mexican
45986,italian
22351,southern_us
300,mexican
9278,mexican
10021,mexican
17014,italian
40855,italian
18362,italian
16292,italian
29924,southern_us
47174,italian
4856,indian
15417,italian
19875,southern_us
42228,mexican
36264,italian
14571,italian
23496,italian
43879,italian
23431,mexican
5499,italian
247,italian
48795,mexican
47113,italian
489,italian
13036,mexican
4838,italian
40630,italian
17576,mexican
29972,italian
8123,italian
35918,italian
42669,mexican
24632,italian
35740,italian
45670,italian
28041,italian
46688,italian
10309,mexican
15367,southern_us
30562,southern_us
47151,italian
47300,mexican
31200,italian
5749,italian
41807,southern_us
13990,mexican
23572,italian
872,southern_us
38085,italian
5248,italian
26309,southern_us
26880,mexican
41559,italian
8059,italian
26041,italian
30019,indian
7207,mexican
30309,italian
2092,italian
8023,italian
4016,italian
24631,italian
35068,southern_us
8523,indian
28463,mexican
8629,mexican
43829,italian
22129,italian
34505,mexican
38200,italian
36513,mexican
32187,southern_us
7788,italian
31130,southern_us
40483,italian
2224,italian
14143,italian
22889,mexican
17406,mexican
10451,indian
19844,italian
23416,southern_us
33874,italian
39951,italian
41361,italian
44659,southern_us
8836,italian
21709,indian
22993,southern_us
39191,italian
17182,italian
20507,italian
42397,italian
18897,italian
3797,italian
11041,italian
807,mexican
3514,mexican
12936,italian
15050,southern_us
43377,italian
10471,italian
30721,italian
14333,mexican
6260,italian
7712,italian
19048,southern_us
21455,italian
18575,southern_us
47647,italian
35947,mexican
14499,italian
43525,italian
5723,mexican
48497,mexican
43822,italian
525,southern_us
30594,italian
47948,southern_us
2099,mexican
43863,italian
24711,italian
15230,southern_us
21680,mexican
36218,italian
41622,mexican
34809,italian
5110,italian
27214,mexican
34803,mexican
36822,italian
6912,mexican
20373,italian
29157,italian
6327,italian
35502,mexican
8305,italian
35598,italian
48538,italian
49358,mexican
44506,italian
39146,mexican
29270,italian
20560,southern_us
24169,southern_us
41537,italian
10431,italian
31517,italian
34049,italian
26964,italian
49655,italian
9101,italian
30377,indian
7046,mexican
47969,italian
18971,italian
38891,italian
29506,mexican
40305,italian
21255,italian
15578,italian
24894,southern_us
32089,italian
46097,italian
40982,italian
12543,italian
38366,italian
32925,italian
17506,mexican
48389,italian
41804,italian
9961,mexican
24939,italian
39599,italian
45838,italian
48875,italian
25531,mexican
3009,italian
31965,italian
16901,italian
13370,mexican
2954,italian
40353,italian
8207,italian
10933,mexican
38206,indian
14110,italian
19128,italian
32616,mexican
27748,mexican
31858,italian
20510,italian
17602,indian
35665,mexican
46589,mexican
8178,southern_us
34880,italian
42527,italian
29682,italian
32166,southern_us
30343,italian
15385,mexican
18372,italian
29211,italian
23269,italian
4561,italian
27365,indian
49032,italian
22064,italian
12060,southern_us
47834,mexican
25815,italian
34036,mexican
19326,italian
44078,mexican
31090,indian
17485,italian
708,italian
5350,italian
29754,italian
18309,southern_us
46871,italian
27300,mexican
41890,italian
49548,mexican
11392,italian
1354,italian
48819,italian
19097,italian
42113,italian
24060,italian
25849,mexican
4543,mexican
25306,southern_us
41966,mexican
48719,italian
48191,southern_us
8826,italian
42703,italian
16083,italian
26613,italian
28088,italian
39965,southern_us
36239,italian
4322,mexican
9951,southern_us
3045,italian
28585,italian
39841,italian
25913,italian
39715,southern_us
23135,italian
47022,mexican
24160,southern_us
18619,southern_us
12574,italian
22681,southern_us
33692,mexican
538,mexican
22118,mexican
21890,italian
36340,italian
27973,italian
12870,mexican
22564,italian
35063,southern_us
7000,southern_us
11318,mexican
47001,italian
11395,italian
23507,italian
47242,southern_us
48957,italian
17721,italian
25138,italian
47438,italian
47162,italian
42459,italian
6486,italian
24116,italian
31596,italian
38887,italian
10665,indian
13712,mexican
2633,italian
35784,italian
45204,mexican
46722,southern_us
34949,southern_us
35321,italian
46430,southern_us
34431,southern_us
30890,southern_us
42132,southern_us
15702,italian
47719,southern_us
45160,southern_us
20600,italian
10800,italian
30479,mexican
9457,mexican
26571,southern_us
42942,mexican
36635,indian
43617,italian
16911,italian
122,mexican
22340,italian
37007,italian
23595,indian
25233,mexican
5503,italian
47338,italian
44695,italian
7141,southern_us
14564,italian
19655,southern_us
35326,italian
35922,mexican
28171,italian
1322,italian
14923,southern_us
42344,italian
16380,italian
15233,southern_us
8338,italian
41014,italian
30440,italian
23043,italian
20788,mexican
14375,italian
1184,mexican
34280,southern_us
46171,mexican
31834,italian
14759,italian
15855,italian
6662,mexican
15056,italian
34873,italian
20089,southern_us
20015,mexican
18402,italian
6418,italian
1454,italian
14070,mexican
26424,italian
27349,mexican
26459,italian
13151,italian
12264,italian
18366,italian
46851,italian
18954,mexican
39858,italian
43500,mexican
21656,italian
10505,mexican
5313,mexican
28951,mexican
19961,mexican
1795,italian
9917,southern_us
26180,italian
9726,italian
47689,mexican
7866,italian
41625,italian
35160,italian
4430,italian
39082,italian
46186,mexican
11988,southern_us
24177,italian
31849,italian
41194,mexican
36968,italian
42330,mexican
36791,italian
19704,italian
4933,mexican
4255,mexican
37105,italian
35848,italian
17416,italian
39066,italian
36270,mexican
24406,mexican
20517,italian
27630,indian
19670,southern_us
4685,italian
45260,italian
378,italian
40841,italian
27632,italian
12193,italian
38047,italian
10170,southern_us
25043,italian
23851,italian
14743,italian
13294,italian
26466,mexican
32002,mexican
37526,italian
8888,italian
38945,italian
38546,italian
38869,southern_us
10556,mexican
3296,italian
25977,mexican
32025,italian
44087,italian
32762,southern_us
824,southern_us
44636,italian
542,italian
38218,italian
41930,southern_us
1987,italian
37378,italian
8873,southern_us
1513,mexican
44013,italian
38042,italian
11576,mexican
24510,mexican
823,indian
23443,italian
34870,indian
3846,southern_us
14993,southern_us
16854,mexican
5886,italian
33793,italian
2999,italian
20843,italian
29153,italian
33790,mexican
16516,italian
37887,italian
18466,mexican
48033,mexican
45404,italian
4175,mexican
31986,italian
38555,mexican
26832,italian
19810,southern_us
49086,southern_us
39579,mexican
25551,southern_us
42549,italian
22052,mexican
45632,italian
4143,italian
11310,italian
32839,italian
48171,italian
22896,italian
10878,italian
31643,mexican
47624,italian
35141,southern_us
13498,italian
24566,italian
16533,italian
15437,mexican
19426,italian
32416,italian
2427,italian
9178,southern_us
40606,italian
28450,mexican
7946,southern_us
21756,italian
17843,italian
44066,italian
7427,mexican
11297,italian
42965,italian
23067,italian
35066,italian
27938,mexican
39075,italian
20200,italian
19823,italian
12336,mexican
34714,mexican
45388,southern_us
25639,italian
33985,southern_us
25524,indian
19641,italian
11106,italian
22165,mexican
35412,mexican
23475,italian
1570,mexican
12815,southern_us
37253,mexican
16900,italian
7701,italian
49391,italian
1132,mexican
13051,italian
2284,italian
21410,italian
25604,mexican
45746,italian
35911,mexican
26608,italian
16991,italian
40657,mexican
47960,italian
38408,southern_us
1295,mexican
40139,italian
38538,southern_us
26420,mexican
10326,italian
5181,mexican
18210,mexican
3241,southern_us
27062,mexican
41527,indian
45484,italian
38755,italian
47246,italian
164,italian
723,mexican
299,italian
1519,italian
34077,italian
45254,italian
34760,southern_us
11154,italian
26274,italian
15081,italian
45100,italian
1417,italian
32083,italian
29971,italian
17679,italian
36539,italian
34975,italian
4633,italian
10321,italian
35565,italian
26919,mexican
9549,southern_us
31863,italian
22053,italian
19443,italian
18540,italian
23354,italian
13859,southern_us
23904,italian
6675,italian
18595,southern_us
12967,italian
17283,italian
23211,italian
14358,italian
31398,italian
42650,italian
25258,italian
18457,mexican
11810,italian
9499,mexican
11943,southern_us
6810,italian
34323,southern_us
23296,mexican
45927,italian
45196,italian
19917,italian
20210,italian
41629,italian
39907,italian
4956,italian
37058,italian
20859,italian
3315,italian
4401,italian
21361,mexican
44164,southern_us
26391,italian
47771,italian
44140,mexican
43739,mexican
12481,mexican
12292,mexican
15965,mexican
23409,indian
39005,italian
2774,mexican
14529,mexican
16926,italian
26890,southern_us
9663,southern_us
43052,southern_us
24193,italian
5476,italian
10048,italian
1981,mexican
12194,italian
22202,italian
7626,italian
37365,italian
44144,mexican
37723,southern_us
47194,southern_us
30827,italian
33108,italian
2075,mexican
6326,italian
11083,italian
30311,italian
45371,italian
18232,southern_us
9768,italian
6648,italian
35650,italian
23013,italian
6669,italian
42670,italian
18155,mexican
44622,mexican
28426,mexican
23743,italian
14176,southern_us
9576,italian
36577,mexican
16671,italian
22964,southern_us
16424,italian
47225,italian
17565,italian
36401,italian
30314,italian
32982,mexican
21866,italian
1475,italian
13053,italian
33983,southern_us
24051,southern_us
22800,italian
16561,italian
2740,italian
219,italian
48737,southern_us
2164,italian
13579,mexican
71,italian
12420,italian
35209,italian
11472,italian
43172,italian
24927,italian
37102,southern_us
10743,southern_us
27874,mexican
9565,italian
21419,mexican
767,italian
28308,italian
37605,italian
9558,italian
31527,mexican
2419,italian
7541,italian
11400,italian
23487,italian
8087,italian
21906,italian
48830,mexican
37328,southern_us
45490,italian
9710,italian
16153,mexican
39537,italian
13923,italian
8120,italian
12923,southern_us
1556,southern_us
6871,mexican
34201,southern_us
36146,italian
33170,indian
20082,italian
26517,southern_us
15214,mexican
34092,italian
40902,mexican
44452,italian
2083,italian
44897,mexican
17850,mexican
26693,italian
19618,southern_us
35589,italian
46084,mexican
17256,italian
47570,italian
32796,italian
27047,italian
39487,mexican
130,italian
17627,italian
29072,southern_us
1108,italian
22666,mexican
41630,mexican
27289,italian
42299,southern_us
36078,italian
7098,southern_us
46999,southern_us
28791,mexican
39576,italian
2447,italian
22449,mexican
23828,italian
5660,italian
47460,italian
17912,mexican
12288,southern_us
44037,italian
20875,mexican
6500,italian
13813,italian
4907,mexican
38186,italian
9816,italian
8170,italian
21681,italian
42384,southern_us
35366,italian
34244,indian
35421,italian
33457,italian
28026,italian
38122,italian
21362,italian
42253,italian
21994,italian
34457,mexican
40229,mexican
10181,mexican
38257,italian
40992,italian
15617,italian
34754,indian
45459,mexican
31295,italian
44977,italian
18322,mexican
23257,italian
10084,italian
16445,mexican
10594,italian
26828,italian
47643,italian
49680,italian
27446,italian
8731,italian
37341,italian
42241,mexican
13669,italian
21403,mexican
688,mexican
23894,italian
35753,mexican
44692,italian
235,mexican
20982,mexican
10166,mexican
2187,italian
5022,indian
49037,southern_us
44478,italian
8912,southern_us
8919,indian
23856,italian
14647,italian
48870,italian
14377,italian
18548,italian
39591,italian
46746,italian
31926,italian
10159,southern_us
11342,italian
32421,italian
19969,italian
3029,italian
39565,southern_us
7426,southern_us
20624,italian
4385,italian
18761,italian
46710,italian
46241,italian
14208,italian
29323,italian
40663,southern_us
32391,italian
9506,italian
35402,italian
48796,southern_us
4657,italian
2404,italian
36923,italian
41762,mexican
19344,italian
19876,italian
39452,southern_us
19209,southern_us
35461,southern_us
5784,southern_us
40345,italian
24765,italian
25563,southern_us
40680,mexican
36932,italian
28106,italian
12717,italian
40100,italian
6960,southern_us
20724,italian
24433,italian
32118,italian
22353,italian
23040,italian
46246,italian
36642,southern_us
21579,italian
24073,italian
16775,italian
24732,italian
24221,mexican
33300,southern_us
34971,mexican
19777,italian
24337,mexican
24709,italian
28557,italian
8963,italian
31515,italian
22575,italian
11011,italian
42030,italian
48012,italian
13623,mexican
49552,mexican
5702,italian
3847,italian
34221,italian
4312,italian
35834,mexican
11849,italian
38290,southern_us
3064,southern_us
30099,italian
37354,italian
27877,southern_us
45642,italian
10629,italian
17557,italian
3725,mexican
49507,italian
5560,italian
42239,mexican
29559,italian
46028,italian
26523,italian
28313,italian
32502,southern_us
43610,southern_us
35563,italian
22160,italian
11258,italian
36220,italian
15974,southern_us
30449,italian
29676,italian
29951,italian
2268,southern_us
36813,mexican
28096,southern_us
40471,italian
6545,italian
33598,mexican
22338,italian
41918,mexican
2133,italian
42259,italian
11056,italian
7034,mexican
17040,italian
35238,italian
46155,mexican
23356,italian
3909,italian
22107,indian
1656,southern_us
9302,southern_us
19473,italian
13566,southern_us
23424,southern_us
4139,italian
15970,italian
47732,italian
37251,southern_us
44870,italian
9773,italian
2131,mexican
6381,italian
9613,italian
47364,italian
34376,italian
26408,southern_us
4763,italian
18982,mexican
2766,mexican
19247,mexican
13462,italian
19678,southern_us
22814,italian
18582,italian
3124,italian
19347,italian
8812,italian
22037,southern_us
15423,italian
35960,italian
49336,italian
1255,italian
17646,italian
20631,italian
19492,italian
22895,italian
18607,italian
34569,italian
48356,mexican
12252,southern_us
21071,italian
22458,italian
19585,italian
15597,southern_us
15038,southern_us
20028,italian
29764,mexican
17206,italian
40901,mexican
37954,italian
16933,italian
42657,italian
21846,mexican
33834,italian
25873,italian
5938,italian
34762,italian
39835,italian
5805,southern_us
13914,italian
45924,mexican
41460,italian
37287,italian
25059,italian
34872,mexican
7524,italian
10427,italian
8014,mexican
14740,italian
24329,italian
38514,indian
12665,italian
24655,italian
7078,italian
15995,southern_us
15861,italian
30662,mexican
17836,italian
2078,italian
3600,italian
46302,mexican
28375,southern_us
34839,italian
18345,italian
23205,italian
34763,mexican
26692,southern_us
10317,indian
11767,italian
36881,southern_us
33468,italian
20669,indian
18159,southern_us
22891,mexican
39588,italian
35941,italian
15981,italian
26013,mexican
5076,italian
1573,mexican
39380,southern_us
13845,southern_us
35146,southern_us
32924,italian
9567,mexican
35203,italian
39666,italian
17786,southern_us
21936,italian
8668,southern_us
41339,italian
32268,italian
29706,mexican
42032,mexican
8105,southern_us
11218,italian
7159,italian
47817,italian
1572,italian
38720,italian
14780,italian
31839,mexican
6501,italian
39533,southern_us
22820,southern_us
9619,mexican
14025,italian
19697,italian
5370,italian
32639,italian
15249,italian
47776,italian
48134,italian
24141,italian
4117,italian
20578,italian
47585,italian
20326,italian
43932,southern_us
29704,mexican
12447,mexican
38117,southern_us
2684,italian
25371,southern_us
25518,italian
27083,italian
16073,southern_us
45667,indian
44188,italian
44888,italian
41594,italian
1061,italian
6536,italian
31586,italian
9792,italian
40395,italian
24861,italian
32253,mexican
31082,italian
19298,italian
6600,italian
46939,southern_us
6092,southern_us
36600,southern_us
45979,southern_us
46910,mexican
14174,southern_us
10609,italian
28647,italian
19066,mexican
16803,italian
49114,southern_us
14664,italian
39670,italian
4583,italian
31121,italian
12589,mexican
22551,italian
11817,italian
22003,italian
42091,italian
45966,italian
6811,southern_us
2711,italian
44757,italian
5349,italian
30294,mexican
48944,italian
44048,italian
411,italian
44998,italian
18078,southern_us
48533,mexican
16485,italian
32939,italian
11808,italian
23059,italian
16466,mexican
7315,southern_us
13178,italian
2751,mexican
41395,mexican
20534,italian
12111,italian
38708,italian
37481,mexican
28048,italian
13123,mexican
2174,italian
17190,mexican
25756,italian
38180,mexican
26892,southern_us
23757,italian
8553,italian
36272,indian
35224,italian
5203,southern_us
23565,southern_us
31420,italian
43491,italian
38773,italian
15223,italian
17763,italian
24528,southern_us
21704,southern_us
45329,italian
48876,southern_us
3741,italian
47710,italian
9182,italian
13782,italian
3369,mexican
11985,southern_us
39817,mexican
26869,italian
37461,mexican
24217,southern_us
2474,italian
45929,italian
12768,italian
924,southern_us
13258,southern_us
7955,italian
37056,italian
17934,mexican
5843,mexican
46881,italian
4049,italian
24173,indian
4683,italian
32612,italian
11314,italian
13550,mexican
2483,mexican
9573,italian
34113,mexican
37865,italian
36951,italian
4703,mexican
10734,mexican
40444,italian
44334,southern_us
35991,italian
34020,southern_us
3743,italian
18305,mexican
7877,italian
10606,italian
30584,italian
9266,mexican
35196,italian
41070,italian
25930,southern_us
48564,southern_us
14213,southern_us
6618,italian
18479,mexican
10279,mexican
30750,mexican
45701,italian
22947,italian
6467,southern_us
16365,italian
7184,italian
23270,italian
41805,italian
7537,mexican
18616,italian
42857,mexican
37906,mexican
16846,southern_us
573,italian
26657,southern_us
12408,italian
38232,italian
33447,italian
40227,italian
35760,italian
1385,italian
47866,italian
30871,southern_us
22604,italian
39397,italian
38782,southern_us
45343,italian
26112,southern_us
10209,italian
31702,mexican
37943,italian
23471,italian
3529,mexican
46794,italian
16626,italian
32361,italian
20932,mexican
11183,mexican
33661,italian
12681,mexican
2450,italian
23979,italian
18465,italian
28234,italian
47449,italian
33869,mexican
4924,mexican
18862,italian
30556,mexican
35762,italian
7396,mexican
21232,mexican
18299,italian
35468,italian
42838,italian
33972,mexican
46021,italian
1627,italian
28873,italian
38927,italian
25262,mexican
19152,italian
11061,italian
27000,italian
37396,italian
47358,italian
47825,italian
24681,southern_us
37706,italian
44056,mexican
38298,italian
30788,italian
36144,italian
21792,italian
31745,italian
15104,italian
30589,mexican
14235,italian
2608,italian
34828,southern_us
3282,italian
4336,italian
25666,italian
17831,mexican
17008,mexican
35845,mexican
19494,italian
30797,italian
33763,italian
19950,italian
23089,italian
32074,italian
49640,italian
8403,italian
15879,italian
7949,italian
31483,italian
32928,italian
27647,southern_us
34616,italian
21113,italian
41599,italian
23924,mexican
36335,southern_us
36194,southern_us
10980,italian
45999,italian
3943,italian
188,italian
5799,italian
20964,italian
2716,southern_us
5464,italian
17640,italian
39437,mexican
14835,mexican
3094,italian
14826,italian
30173,italian
37811,mexican
22363,italian
6369,italian
26850,mexican
48887,italian
44405,italian
21477,italian
32697,italian
38843,mexican
20076,italian
26429,italian
35648,mexican
41794,italian
22100,italian
30216,italian
17656,italian
17317,italian
4928,italian
43965,southern_us
6404,italian
12274,italian
6651,italian
40406,italian
40933,southern_us
23419,italian
37867,italian
28834,italian
23912,italian
4791,indian
36354,italian
32298,southern_us
44577,italian
48859,italian
32485,mexican
8394,italian
7708,italian
38385,southern_us
22622,italian
29716,southern_us
44462,mexican
9422,italian
22499,mexican
36,italian
434,italian
5479,italian
42420,southern_us
47346,italian
44568,italian
38650,italian
19191,italian
22848,italian
17886,mexican
6036,italian
38608,italian
12890,italian
15709,southern_us
13125,italian
48454,italian
36627,italian
47884,italian
28,italian
45365,italian
40795,italian
17651,italian
1530,italian
17604,mexican
4700,italian
24972,italian
23525,italian
7092,italian
43757,southern_us
4808,italian
7249,southern_us
27589,italian
47523,italian
44244,italian
10383,mexican
37285,mexican
21332,italian
7311,southern_us
28052,italian
31653,italian
1740,italian
5484,southern_us
41406,southern_us
41907,southern_us
46515,italian
38392,italian
15925,italian
5094,italian
31816,italian
35713,italian
31296,italian
41640,italian
22419,mexican
47874,italian
6570,mexican
6936,italian
34063,italian
34141,southern_us
44572,southern_us
28425,southern_us
38481,italian
18955,italian
46466,mexican
5692,italian
39836,mexican
33718,italian
36250,italian
286,indian
29766,italian
20541,italian
31173,italian
46440,italian
23905,mexican
37232,southern_us
8517,italian
21249,italian
32700,mexican
22845,italian
45461,italian
1307,italian
30010,italian
21646,mexican
28148,italian
26450,italian
16602,italian
9928,italian
27063,italian
22273,southern_us
12744,italian
28272,italian
30350,italian
23362,italian
13645,mexican
16942,italian
34970,italian
27829,italian
38058,italian
13256,southern_us
31859,italian
43027,southern_us
22235,italian
2933,italian
45981,italian
11460,italian
33770,mexican
24399,italian
8006,italian
48885,italian
42585,mexican
40160,southern_us
45541,italian
22410,italian
26226,italian
4591,mexican
5457,mexican
39085,italian
24040,italian
6576,mexican
34310,italian
27350,italian
9968,italian
2464,mexican
27952,mexican
43388,italian
33143,italian
28083,southern_us
15927,italian
10255,indian
8011,southern_us
5195,italian
36015,italian
40910,italian
11309,italian
47556,mexican
27958,southern_us
27198,italian
643,southern_us
40853,mexican
15815,italian
2063,italian
19827,southern_us
33443,italian
44632,mexican
26773,indian
3203,mexican
32873,southern_us
24806,mexican
45942,italian
1324,italian
32526,italian
48093,italian
48942,italian
8845,italian
11546,italian
44358,italian
3209,italian
10553,italian
44430,italian
44712,mexican
16351,mexican
44644,italian
31670,italian
49147,italian
19750,italian
48121,italian
22722,italian
9910,italian
14236,italian
48341,italian
23190,italian
20362,mexican
44794,italian
39419,southern_us
13526,southern_us
42270,italian
37208,mexican
33824,italian
29953,italian
16387,italian
37672,italian
1868,italian
24984,southern_us
47128,mexican
44303,italian
20318,italian
7513,italian
13261,southern_us
19259,italian
31103,italian
24037,italian
29984,italian
28159,italian
5318,southern_us
23962,italian
2084,italian
41793,italian
18960,italian
17025,southern_us
15510,southern_us
36832,mexican
20643,italian
4154,mexican
10510,italian
45117,italian
43403,southern_us
42471,italian
6942,mexican
33309,italian
6689,southern_us
48687,mexican
9880,mexican
25590,italian
21842,southern_us
27151,indian
565,italian
21740,mexican
42399,southern_us
35928,italian
47060,southern_us
43147,mexican
16625,italian
16769,italian
12515,southern_us
14731,italian
11658,italian
49467,mexican
19749,mexican
39723,southern_us
5722,italian
31967,italian
39857,italian
16534,italian
27334,italian
32215,italian
34903,italian
24990,italian
31307,italian
38874,italian
24130,italian
27816,italian
939,italian
38293,italian
7889,southern_us
22114,italian
24614,italian
48827,italian
3387,southern_us
41676,southern_us
3152,italian
38805,italian
27078,italian
34940,southern_us
16855,italian
41891,italian
36715,mexican
49455,mexican
26522,mexican
28420,mexican
329,southern_us
18986,italian
31705,italian
7402,italian
10212,southern_us
10640,mexican
38014,indian
5172,italian
26986,italian
5088,italian
24522,italian
1900,italian
4801,italian
27932,italian
30941,mexican
42354,mexican
48854,italian
39058,italian
34294,italian
46593,italian
22582,mexican
36937,italian
34596,italian
42570,mexican
10147,italian
44796,italian
46819,italian
30905,italian
34980,italian
49265,italian
37563,southern_us
25673,mexican
14267,italian
32410,italian
26392,southern_us
27384,italian
43045,southern_us
22576,italian
11597,italian
22656,italian
47811,mexican
7925,italian
14860,italian
27525,italian
7798,italian
10848,mexican
19062,italian
32224,italian
11529,italian
12155,italian
30628,italian
21909,italian
14291,mexican
3323,italian
6502,italian
25833,italian
31108,italian
47484,southern_us
27396,mexican
48147,italian
10489,mexican
12014,italian
4904,mexican
36607,italian
12756,italian
32462,mexican
42204,mexican
246,mexican
47061,mexican
15908,mexican
29572,mexican
13458,mexican
14022,southern_us
40437,mexican
48136,mexican
17687,italian
48504,italian
22857,southern_us
11465,italian
42107,italian
12514,southern_us
46339,mexican
8383,italian
27362,italian
38646,mexican
44084,italian
12946,italian
11670,indian
34916,italian
2944,mexican
33063,mexican
26982,southern_us
2231,mexican
5118,mexican
28258,mexican
44113,italian
47328,mexican
33937,italian
40399,southern_us
23562,mexican
12787,italian
13992,italian
38992,italian
45269,mexican
15211,mexican
34602,southern_us
41779,indian
4179,mexican
37925,italian
46161,italian
5512,southern_us
27845,mexican
12024,italian
41072,italian
17911,italian
4237,mexican
40442,italian
15522,mexican
6804,southern_us
43807,mexican
21647,italian
22758,mexican
32551,mexican
20470,italian
20842,italian
43018,italian
45493,italian
42442,italian
14655,southern_us
32247,italian
32302,mexican
42075,italian
19949,italian
23352,italian
48549,italian
15053,italian
23490,italian
12080,italian
41992,mexican
