id,cuisine
23431,mexican
5499,british
247,italian
48795,italian
47113,british
489,mexican
13036,italian
4838,italian
40630,italian
17576,british
29972,italian
8123,italian
35918,british
42669,british
24632,british
35740,italian
45670,italian
28041,italian
46688,thai
10309,mexican
15367,italian
30562,british
47151,mexican
47300,cajun_creole
31200,italian
5749,british
41807,italian
13990,mexican
23572,mexican
872,british
38085,mexican
5248,italian
26309,british
26880,mexican
41559,british
8059,italian
26041,italian
30019,italian
7207,italian
30309,italian
2092,british
8023,italian
4016,italian
24631,italian
35068,italian
8523,mexican
28463,italian
8629,mexican
43829,british
22129,italian
34505,italian
38200,italian
36513,italian
32187,british
7788,british
31130,british
40483,british
2224,mexican
14143,italian
22889,mexican
17406,japanese
10451,british
19844,british
23416,italian
33874,cajun_creole
39951,british
41361,british
44659,mexican
8836,southern_us
21709,italian
22993,thai
39191,italian
17182,british
20507,italian
42397,italian
18897,british
3797,vietnamese
11041,british
807,mexican
3514,mexican
12936,italian
15050,british
43377,british
10471,italian
30721,mexican
14333,italian
6260,thai
7712,italian
19048,british
21455,mexican
18575,italian
47647,cajun_creole
35947,mexican
14499,italian
43525,italian
5723,mexican
48497,british
43822,mexican
525,italian
30594,indian
47948,southern_us
2099,italian
43863,british
24711,japanese
15230,italian
21680,mexican
36218,mexican
41622,thai
34809,mexican
5110,italian
27214,italian
34803,british
36822,british
6912,japanese
20373,cajun_creole
29157,italian
6327,british
35502,mexican
8305,british
35598,mexican
48538,italian
49358,mexican
44506,italian
39146,mexican
29270,british
20560,british
24169,british
41537,british
10431,mexican
31517,british
34049,italian
26964,italian
49655,italian
9101,british
30377,british
7046,italian
47969,italian
18971,cajun_creole
38891,mexican
29506,mexican
40305,mexican
21255,mexican
15578,british
24894,british
32089,italian
46097,italian
40982,british
12543,british
38366,british
32925,mexican
17506,italian
48389,italian
41804,korean
9961,italian
24939,mexican
39599,italian
45838,italian
48875,italian
25531,italian
3009,british
31965,italian
16901,italian
13370,british
2954,japanese
40353,mexican
8207,british
10933,italian
38206,thai
14110,italian
19128,mexican
32616,italian
27748,mexican
31858,british
20510,mexican
17602,mexican
35665,british
46589,mexican
8178,italian
34880,italian
42527,mexican
29682,mexican
32166,thai
30343,italian
15385,italian
18372,vietnamese
29211,mexican
23269,italian
4561,italian
27365,mexican
49032,italian
22064,british
12060,italian
47834,british
25815,vietnamese
34036,mexican
19326,italian
44078,thai
31090,british
17485,mexican
708,cajun_creole
5350,mexican
29754,british
18309,british
46871,british
27300,cajun_creole
41890,mexican
49548,british
11392,british
1354,italian
48819,british
19097,british
42113,mexican
24060,cajun_creole
25849,mexican
4543,mexican
25306,italian
41966,mexican
48719,mexican
48191,vietnamese
8826,italian
42703,mexican
16083,british
26613,italian
28088,mexican
39965,british
36239,italian
4322,mexican
9951,italian
3045,italian
28585,mexican
39841,italian
25913,italian
39715,japanese
23135,italian
47022,italian
24160,italian
18619,mexican
12574,italian
22681,mexican
33692,italian
538,mexican
22118,cajun_creole
21890,mexican
36340,cajun_creole
27973,british
12870,mexican
22564,italian
35063,british
7000,italian
11318,mexican
47001,italian
11395,mexican
23507,cajun_creole
47242,british
48957,italian
17721,british
25138,british
47438,italian
47162,british
42459,italian
6486,mexican
24116,mexican
31596,italian
38887,italian
10665,mexican
13712,mexican
2633,italian
35784,british
45204,mexican
46722,italian
34949,british
35321,italian
46430,british
34431,british
30890,italian
42132,british
15702,italian
47719,british
45160,british
20600,italian
10800,british
30479,mexican
9457,british
26571,italian
42942,mexican
36635,british
43617,italian
16911,british
122,british
22340,british
37007,italian
23595,mexican
25233,british
5503,italian
47338,italian
44695,japanese
7141,british
14564,british
19655,british
35326,mexican
35922,british
28171,mexican
1322,italian
14923,italian
42344,mexican
16380,mexican
15233,mexican
8338,italian
41014,british
30440,mexican
23043,italian
20788,italian
14375,japanese
1184,italian
34280,british
46171,cajun_creole
31834,italian
14759,mexican
15855,italian
6662,mexican
15056,british
34873,italian
20089,italian
20015,mexican
18402,british
6418,italian
1454,japanese
14070,italian
26424,italian
27349,mexican
26459,mexican
13151,mexican
12264,cajun_creole
18366,british
46851,italian
18954,mexican
39858,thai
43500,british
21656,british
10505,italian
5313,mexican
28951,italian
19961,chinese
1795,british
9917,british
26180,italian
9726,british
47689,british
7866,thai
41625,italian
35160,british
4430,italian
39082,cajun_creole
46186,mexican
11988,italian
24177,italian
31849,italian
41194,british
36968,italian
42330,italian
36791,japanese
19704,british
4933,indian
4255,italian
37105,british
35848,italian
17416,mexican
39066,mexican
36270,italian
24406,thai
20517,british
27630,british
19670,british
4685,italian
45260,italian
378,italian
40841,italian
27632,italian
12193,british
38047,british
10170,italian
25043,cajun_creole
23851,mexican
14743,italian
13294,british
26466,italian
32002,italian
37526,italian
8888,italian
38945,italian
38546,mexican
38869,british
10556,british
3296,cajun_creole
25977,italian
32025,mexican
44087,mexican
32762,british
824,british
44636,mexican
542,thai
38218,british
41930,british
1987,british
37378,british
8873,british
1513,italian
44013,italian
38042,italian
11576,mexican
24510,italian
823,italian
23443,cajun_creole
34870,mexican
3846,vietnamese
14993,british
16854,thai
5886,british
33793,british
2999,cajun_creole
20843,italian
29153,italian
33790,mexican
16516,british
37887,italian
18466,italian
48033,italian
45404,italian
4175,british
31986,mexican
38555,mexican
26832,italian
19810,mexican
49086,british
39579,british
25551,italian
42549,british
22052,mexican
45632,british
4143,mexican
11310,british
32839,british
48171,british
22896,mexican
10878,british
31643,italian
47624,british
35141,italian
13498,cajun_creole
24566,british
16533,italian
15437,mexican
19426,mexican
32416,italian
2427,italian
9178,british
40606,italian
28450,italian
7946,italian
21756,italian
17843,british
44066,italian
7427,italian
11297,italian
42965,mexican
23067,british
35066,italian
27938,mexican
39075,mexican
20200,italian
19823,british
12336,italian
34714,vietnamese
45388,mexican
25639,mexican
33985,british
25524,italian
19641,italian
11106,italian
22165,italian
35412,mexican
23475,british
1570,british
12815,british
37253,indian
16900,italian
7701,british
49391,mexican
1132,mexican
13051,british
2284,japanese
21410,british
25604,mexican
45746,mexican
35911,italian
26608,british
16991,british
40657,mexican
47960,british
38408,british
1295,mexican
40139,mexican
38538,italian
26420,mexican
10326,vietnamese
5181,mexican
18210,mexican
3241,british
27062,mexican
41527,mexican
45484,mexican
38755,italian
47246,british
164,british
723,british
299,italian
1519,mexican
34077,thai
45254,italian
34760,cajun_creole
11154,british
26274,italian
15081,mexican
45100,british
1417,british
32083,italian
29971,italian
17679,italian
36539,british
34975,mexican
4633,mexican
10321,italian
35565,italian
26919,italian
9549,italian
31863,british
22053,british
19443,italian
18540,italian
23354,british
13859,italian
23904,japanese
6675,british
18595,cajun_creole
12967,italian
17283,british
23211,mexican
14358,british
31398,italian
42650,mexican
25258,italian
18457,thai
11810,mexican
9499,mexican
11943,british
6810,japanese
34323,british
23296,italian
45927,italian
45196,british
19917,italian
20210,british
41629,italian
39907,mexican
4956,mexican
37058,british
20859,italian
3315,british
4401,italian
21361,british
44164,british
26391,mexican
47771,italian
44140,mexican
43739,mexican
12481,italian
12292,mexican
15965,mexican
23409,thai
39005,italian
2774,mexican
14529,italian
16926,italian
26890,british
9663,british
43052,mexican
24193,british
5476,mexican
10048,thai
1981,cajun_creole
12194,chinese
22202,british
7626,italian
37365,italian
44144,mexican
37723,british
47194,italian
30827,italian
33108,italian
2075,vietnamese
6326,british
11083,mexican
30311,italian
45371,mexican
18232,british
9768,italian
6648,british
35650,mexican
23013,mexican
6669,italian
42670,mexican
18155,mexican
44622,mexican
28426,mexican
23743,italian
14176,italian
9576,mexican
36577,british
16671,mexican
22964,british
16424,cajun_creole
47225,british
17565,british
36401,italian
30314,italian
32982,italian
21866,british
1475,italian
13053,italian
33983,italian
24051,italian
22800,italian
16561,thai
2740,italian
219,british
48737,italian
2164,british
13579,mexican
71,british
12420,mexican
35209,chinese
11472,italian
43172,italian
24927,british
37102,mexican
10743,british
27874,italian
9565,british
21419,italian
767,italian
28308,italian
37605,cajun_creole
9558,british
31527,italian
2419,italian
7541,italian
11400,mexican
23487,british
8087,italian
21906,british
48830,mexican
37328,british
45490,british
9710,cajun_creole
16153,british
39537,italian
13923,italian
8120,italian
12923,british
1556,british
6871,british
34201,italian
36146,italian
33170,italian
20082,mexican
26517,british
15214,mexican
34092,british
40902,mexican
44452,british
2083,mexican
44897,british
17850,british
26693,british
19618,italian
35589,italian
46084,italian
17256,british
47570,italian
32796,thai
27047,british
39487,mexican
130,cajun_creole
17627,british
29072,british
1108,thai
22666,mexican
41630,mexican
27289,italian
42299,mexican
36078,italian
7098,italian
46999,cajun_creole
28791,italian
39576,mexican
2447,british
22449,mexican
23828,italian
5660,british
47460,italian
17912,thai
12288,british
44037,italian
20875,mexican
6500,italian
13813,mexican
4907,mexican
38186,british
9816,british
8170,british
21681,mexican
42384,mexican
35366,italian
34244,british
35421,mexican
33457,italian
28026,italian
38122,italian
21362,british
42253,british
21994,british
34457,japanese
40229,mexican
10181,british
38257,indian
40992,mexican
15617,british
34754,cajun_creole
45459,british
31295,mexican
44977,british
18322,italian
23257,italian
10084,italian
16445,mexican
10594,cajun_creole
26828,italian
47643,italian
49680,italian
27446,italian
8731,italian
37341,mexican
42241,cajun_creole
13669,british
21403,italian
688,indian
23894,mexican
35753,italian
44692,mexican
235,british
20982,mexican
10166,british
2187,british
5022,italian
49037,italian
44478,italian
8912,british
8919,mexican
23856,british
14647,british
48870,italian
14377,mexican
18548,british
39591,british
46746,italian
31926,british
10159,vietnamese
11342,cajun_creole
32421,italian
19969,italian
3029,british
39565,british
7426,italian
20624,mexican
4385,british
18761,italian
46710,italian
46241,italian
14208,mexican
29323,italian
40663,british
32391,british
9506,italian
35402,mexican
48796,indian
4657,cajun_creole
2404,british
36923,italian
41762,british
19344,italian
19876,british
39452,italian
19209,mexican
35461,vietnamese
5784,italian
40345,british
24765,british
25563,british
40680,mexican
36932,mexican
28106,british
12717,british
40100,mexican
6960,british
20724,italian
24433,british
32118,italian
22353,mexican
23040,italian
46246,british
36642,british
21579,british
24073,british
16775,mexican
24732,thai
24221,british
33300,british
34971,italian
19777,british
24337,italian
24709,italian
28557,mexican
8963,italian
31515,mexican
22575,mexican
11011,italian
42030,italian
48012,cajun_creole
13623,british
49552,mexican
5702,italian
3847,british
34221,vietnamese
4312,british
35834,mexican
11849,british
38290,indian
3064,italian
30099,british
37354,mexican
27877,british
45642,mexican
10629,mexican
17557,italian
3725,mexican
49507,mexican
5560,mexican
42239,mexican
29559,italian
46028,british
26523,british
28313,italian
32502,chinese
43610,british
35563,british
22160,cajun_creole
11258,japanese
36220,british
15974,british
30449,italian
29676,mexican
29951,italian
2268,italian
36813,italian
28096,cajun_creole
40471,italian
6545,british
33598,mexican
22338,british
41918,mexican
2133,mexican
42259,vietnamese
11056,italian
7034,italian
17040,british
35238,southern_us
46155,british
23356,british
3909,italian
22107,thai
1656,british
9302,british
19473,mexican
13566,italian
23424,cajun_creole
4139,british
15970,british
47732,italian
37251,british
44870,italian
9773,british
2131,british
6381,british
9613,mexican
47364,italian
34376,italian
26408,british
4763,italian
18982,mexican
2766,cajun_creole
19247,italian
13462,cajun_creole
19678,cajun_creole
22814,italian
18582,vietnamese
3124,italian
19347,british
8812,british
22037,italian
15423,british
35960,british
49336,british
1255,italian
17646,italian
20631,italian
19492,italian
22895,italian
18607,italian
34569,italian
48356,mexican
12252,cajun_creole
21071,italian
22458,british
19585,cajun_creole
15597,italian
15038,british
20028,british
29764,mexican
17206,cajun_creole
40901,mexican
37954,italian
16933,italian
42657,italian
21846,japanese
33834,british
25873,british
5938,italian
34762,british
39835,italian
5805,italian
13914,italian
45924,mexican
41460,mexican
37287,british
25059,british
34872,mexican
7524,italian
10427,italian
8014,mexican
14740,italian
24329,italian
38514,thai
12665,italian
24655,italian
7078,italian
15995,british
15861,italian
30662,mexican
17836,italian
2078,british
3600,italian
46302,mexican
28375,british
34839,mexican
18345,british
23205,cajun_creole
34763,italian
26692,mexican
10317,british
11767,mexican
36881,british
33468,cajun_creole
20669,british
18159,british
22891,italian
39588,british
35941,british
15981,italian
26013,italian
5076,italian
1573,british
39380,british
13845,italian
35146,cajun_creole
32924,british
9567,mexican
35203,italian
39666,italian
17786,italian
21936,italian
8668,italian
41339,british
32268,mexican
29706,mexican
42032,british
8105,british
11218,cajun_creole
7159,mexican
47817,italian
1572,italian
38720,mexican
14780,british
31839,mexican
6501,british
39533,british
22820,british
9619,italian
14025,italian
19697,mexican
5370,british
32639,italian
15249,italian
47776,mexican
48134,british
24141,italian
4117,italian
20578,italian
47585,italian
20326,british
43932,british
29704,italian
12447,thai
38117,italian
2684,mexican
25371,mexican
25518,italian
27083,mexican
16073,italian
45667,italian
44188,british
44888,british
41594,italian
1061,italian
6536,mexican
31586,italian
9792,italian
40395,vietnamese
24861,italian
32253,mexican
31082,italian
19298,italian
6600,italian
46939,mexican
6092,british
36600,italian
45979,italian
46910,italian
14174,british
10609,mexican
28647,mexican
19066,mexican
16803,mexican
49114,italian
14664,italian
39670,british
4583,british
31121,cajun_creole
12589,italian
22551,british
11817,italian
22003,indian
42091,italian
45966,italian
6811,british
2711,italian
44757,italian
5349,british
30294,mexican
48944,italian
44048,british
411,italian
44998,italian
18078,italian
48533,british
16485,italian
32939,british
11808,italian
23059,italian
16466,cajun_creole
7315,british
13178,indian
2751,british
41395,italian
20534,british
12111,italian
38708,british
37481,mexican
28048,italian
13123,mexican
2174,british
17190,mexican
25756,japanese
38180,mexican
26892,japanese
23757,italian
8553,british
36272,chinese
35224,british
5203,british
23565,british
31420,british
43491,mexican
38773,british
15223,mexican
17763,italian
24528,italian
21704,italian
45329,british
48876,italian
3741,british
47710,british
9182,mexican
13782,british
3369,italian
11985,british
39817,cajun_creole
26869,italian
37461,mexican
24217,british
2474,mexican
45929,italian
12768,british
924,mexican
13258,british
7955,british
37056,italian
17934,british
5843,mexican
46881,mexican
4049,italian
24173,british
4683,british
32612,cajun_creole
11314,british
13550,mexican
2483,italian
9573,italian
34113,italian
37865,mexican
36951,british
4703,mexican
10734,indian
40444,thai
44334,italian
35991,mexican
34020,british
3743,italian
18305,italian
7877,italian
10606,mexican
30584,italian
9266,mexican
35196,british
41070,british
25930,italian
48564,british
14213,british
6618,mexican
18479,vietnamese
10279,italian
30750,mexican
45701,british
22947,italian
6467,british
16365,british
7184,mexican
23270,italian
41805,mexican
7537,italian
18616,cajun_creole
42857,indian
37906,british
16846,italian
573,british
26657,british
12408,british
38232,mexican
33447,british
40227,mexican
35760,british
1385,british
47866,mexican
30871,british
22604,italian
39397,mexican
38782,british
45343,indian
26112,british
10209,italian
31702,greek
37943,italian
23471,italian
3529,thai
46794,indian
16626,chinese
32361,british
20932,mexican
11183,british
33661,italian
12681,mexican
2450,italian
23979,italian
18465,italian
28234,vietnamese
47449,italian
33869,mexican
4924,british
18862,italian
30556,mexican
35762,british
7396,mexican
21232,british
18299,british
35468,italian
42838,mexican
33972,british
46021,british
1627,italian
28873,italian
38927,mexican
25262,italian
19152,italian
11061,italian
27000,cajun_creole
37396,cajun_creole
47358,italian
47825,thai
24681,british
37706,british
44056,british
38298,mexican
30788,british
36144,mexican
21792,italian
31745,british
15104,british
30589,mexican
14235,mexican
2608,british
34828,british
3282,british
4336,british
25666,mexican
17831,mexican
17008,british
35845,mexican
19494,british
30797,italian
33763,mexican
19950,british
23089,british
32074,italian
49640,italian
8403,italian
15879,british
7949,korean
31483,vietnamese
32928,british
27647,cajun_creole
34616,italian
21113,british
41599,mexican
23924,italian
36335,italian
36194,british
10980,mexican
45999,british
3943,italian
188,italian
5799,italian
20964,british
2716,british
5464,italian
17640,mexican
39437,italian
14835,italian
3094,british
14826,italian
30173,mexican
37811,italian
22363,japanese
6369,cajun_creole
26850,british
48887,mexican
44405,british
21477,mexican
32697,mexican
38843,mexican
20076,mexican
26429,italian
35648,vietnamese
41794,mexican
22100,mexican
30216,british
17656,mexican
17317,british
4928,mexican
43965,british
6404,italian
12274,italian
6651,british
40406,italian
40933,british
23419,british
37867,italian
28834,british
23912,italian
4791,mexican
36354,japanese
32298,british
44577,italian
48859,cajun_creole
32485,british
8394,mexican
7708,italian
38385,british
22622,thai
29716,italian
44462,mexican
9422,british
22499,japanese
36,cajun_creole
434,italian
5479,chinese
42420,british
47346,british
44568,mexican
38650,italian
19191,italian
22848,italian
17886,cajun_creole
6036,british
38608,british
12890,italian
15709,british
13125,italian
48454,italian
36627,british
47884,italian
28,vietnamese
45365,mexican
40795,italian
17651,italian
1530,mexican
17604,cajun_creole
4700,italian
24972,mexican
23525,british
7092,british
43757,italian
4808,mexican
7249,british
27589,british
47523,british
44244,british
10383,italian
37285,british
21332,cajun_creole
7311,mexican
28052,british
31653,italian
1740,british
5484,italian
41406,british
41907,italian
46515,mexican
38392,mexican
15925,mexican
5094,british
31816,mexican
35713,italian
31296,british
41640,italian
22419,mexican
47874,italian
6570,mexican
6936,cajun_creole
34063,italian
34141,mexican
44572,british
28425,cajun_creole
38481,mexican
18955,british
46466,british
5692,italian
39836,thai
33718,mexican
36250,british
286,mexican
29766,mexican
20541,italian
31173,british
46440,british
23905,mexican
37232,italian
8517,indian
21249,british
32700,italian
22845,mexican
45461,italian
1307,italian
30010,mexican
21646,italian
28148,cajun_creole
26450,british
16602,british
9928,british
27063,british
22273,cajun_creole
12744,italian
28272,british
30350,mexican
23362,italian
13645,mexican
16942,japanese
34970,cajun_creole
27829,italian
38058,british
13256,british
31859,mexican
43027,italian
22235,italian
2933,british
45981,british
11460,cajun_creole
33770,british
24399,italian
8006,italian
48885,british
42585,british
40160,italian
45541,italian
22410,vietnamese
26226,italian
4591,italian
5457,mexican
39085,british
24040,italian
6576,italian
34310,italian
27350,italian
9968,italian
2464,mexican
27952,italian
43388,mexican
33143,chinese
28083,cajun_creole
15927,italian
10255,cajun_creole
8011,british
5195,italian
36015,italian
40910,british
11309,british
47556,mexican
27958,indian
27198,mexican
643,italian
40853,indian
15815,italian
2063,italian
19827,british
33443,italian
44632,italian
26773,cajun_creole
3203,italian
32873,british
24806,cajun_creole
45942,british
1324,italian
32526,italian
48093,italian
48942,british
8845,italian
11546,italian
44358,british
3209,british
10553,japanese
44430,italian
44712,british
16351,british
44644,mexican
31670,italian
49147,british
19750,british
48121,mexican
22722,british
9910,mexican
14236,italian
48341,british
23190,italian
20362,british
44794,italian
39419,british
13526,british
42270,british
37208,italian
33824,mexican
29953,italian
16387,italian
37672,italian
1868,british
24984,italian
47128,mexican
44303,italian
20318,italian
7513,mexican
13261,british
19259,italian
31103,british
24037,mexican
29984,british
28159,british
5318,british
23962,italian
2084,mexican
41793,british
18960,british
17025,british
15510,british
36832,italian
20643,mexican
4154,italian
10510,italian
45117,british
43403,british
42471,italian
6942,mexican
33309,british
6689,british
48687,british
9880,mexican
25590,mexican
21842,british
27151,mexican
565,italian
21740,mexican
42399,italian
35928,italian
47060,british
43147,indian
16625,mexican
16769,italian
12515,british
14731,british
11658,italian
49467,italian
19749,mexican
39723,italian
5722,mexican
31967,british
39857,italian
16534,mexican
27334,mexican
32215,italian
34903,mexican
24990,italian
31307,mexican
38874,british
24130,italian
27816,italian
939,italian
38293,italian
7889,british
22114,italian
24614,british
48827,vietnamese
3387,mexican
41676,british
3152,mexican
38805,british
27078,italian
34940,indian
16855,italian
41891,british
36715,mexican
49455,british
26522,mexican
28420,mexican
329,british
18986,mexican
31705,british
7402,italian
10212,british
10640,italian
38014,british
5172,italian
26986,mexican
5088,italian
24522,italian
1900,british
4801,british
27932,italian
30941,mexican
42354,mexican
48854,british
39058,british
34294,british
46593,british
22582,british
36937,italian
34596,italian
42570,british
10147,british
44796,italian
46819,british
30905,british
34980,british
49265,mexican
37563,italian
25673,cajun_creole
14267,british
32410,mexican
26392,vietnamese
27384,mexican
43045,italian
22576,mexican
11597,mexican
22656,italian
47811,british
7925,italian
14860,cajun_creole
27525,italian
7798,mexican
10848,italian
19062,british
32224,italian
11529,british
12155,mexican
30628,british
21909,italian
14291,mexican
3323,british
6502,british
25833,mexican
31108,italian
47484,british
27396,mexican
48147,italian
10489,british
12014,italian
4904,italian
36607,mexican
12756,mexican
32462,british
42204,japanese
246,mexican
47061,italian
15908,japanese
29572,british
13458,japanese
14022,cajun_creole
40437,italian
48136,italian
17687,italian
48504,british
22857,british
11465,mexican
42107,thai
12514,mexican
46339,british
8383,british
27362,mexican
38646,mexican
44084,italian
12946,vietnamese
11670,mexican
34916,italian
2944,mexican
33063,british
26982,british
2231,mexican
5118,indian
28258,mexican
44113,italian
47328,italian
33937,cajun_creole
40399,british
23562,italian
12787,mexican
13992,italian
38992,italian
45269,british
15211,mexican
34602,british
41779,italian
4179,italian
37925,italian
46161,mexican
5512,british
27845,mexican
12024,italian
41072,cajun_creole
17911,italian
4237,italian
40442,british
15522,mexican
6804,british
43807,mexican
21647,mexican
22758,cajun_creole
32551,italian
20470,british
20842,italian
43018,italian
45493,mexican
42442,british
14655,mexican
32247,british
32302,mexican
42075,mexican
19949,italian
23352,vietnamese
48549,mexican
15053,italian
23490,italian
12080,italian
41992,italian
10618,british
2870,cajun_creole
49226,mexican
10052,british
39400,british
8410,italian
15752,italian
18854,italian
28448,mexican
27260,british
1083,cajun_creole
21430,mexican
46343,italian
12493,italian
14251,italian
37764,british
3912,italian
28477,british
25100,mexican
44515,british
36019,british
44471,mexican
27855,italian
47538,italian
16954,british
5730,mexican
29892,british
25581,mexican
43708,british
49152,italian
40984,mexican
13050,mexican
15031,italian
42841,italian
16325,british
1866,cajun_creole
29547,italian
24281,mexican
49183,british
41136,mexican
15790,mexican
23832,italian
4231,cajun_creole
5306,british
40103,mexican
45908,british
34333,mexican
19999,mexican
9304,italian
11613,mexican
30183,british
14480,mexican
26493,italian
46415,british
23012,indian
2981,british
31371,british
8119,italian
48376,italian
42957,italian
18688,italian
38876,british
11197,british
48216,thai
24611,british
16761,italian
47345,mexican
16477,italian
31855,italian
403,mexican
48608,mexican
1985,italian
36249,italian
27201,italian
22141,british
34166,british
4721,british
44230,mexican
21409,mexican
29986,italian
15401,british
32341,mexican
46266,british
6633,mexican
42713,british
9117,british
16266,italian
36470,italian
16164,mexican
34712,italian
29117,british
34991,italian
24906,italian
36954,british
29979,italian
16710,mexican
48056,italian
24035,mexican
32656,italian
45875,italian
1735,thai
35986,mexican
45005,british
46636,mexican
31507,british
31348,japanese
28362,mexican
33305,british
36747,italian
39897,mexican
27450,vietnamese
49579,italian
24426,mexican
